S000000001	TFC3	YAL001C|FUN24|TSV115
S000002473	RTR2	YDR066C
S000002474	OCA6	YDR067C
S000002475	DOS2	YDR068W
S000002476	DOA4	YDR069C|DOS1|MUT4|NPI2|SSV7|UBP4
S000002477	FMP16	YDR070C
S000002478	PAA1	YDR071C
S000002479	IPT1	YDR072C|KTI6|SYR4|inositolphosphotransferase
S000002480	SNF11	YDR073W
S000002481	TPS2	YDR074W|HOG2|PFK3|trehalose-phosphatase TPS2
S000002482	PPH3	YDR075W
S000002483	RAD55	YDR076W
S000002484	SED1	YDR077W
S000002485	SHU2	YDR078C
S000002486	PET100	YDR079W
S000002487	VPS41	YDR080W|CVT8|FET2|SVL2|VAM2|VPL20
S000002488	PDC2	YDR081C
S000002489	STN1	YDR082W
S000002490	RRP8	YDR083W
S000002491	TVP23	YDR084C
S000002492	AFR1	YDR085C
S000002493	SSS1	YDR086C
S000002494	RRP1	YDR087C
S000002495	SLU7	YDR088C|SLT17
S000002496	YDR089W	YDR089W
S000002497	YDR090C	YDR090C
S000002498	RLI1	YDR091C
S000002499	UBC13	YDR092W|E2 ubiquitin-conjugating protein UBC13
S000002500	DNF2	YDR093W|aminophospholipid-translocating P4-type ATPase DNF2
S000002503	GIS1	YDR096W
S000002504	MSH6	YDR097C|PMS3|mismatch repair ATPase MSH6
S000002505	GRX3	YDR098C
S000002506	BMH2	YDR099W|SCD3
S000002507	TVP15	YDR100W
S000002508	ARX1	YDR101C
S000002510	STE5	YDR103W|HMD3|NUL3
S000002511	SPO71	YDR104C
S000002512	TMS1	YDR105C
S000002513	ARP10	YDR106W
S000002514	TMN2	YDR107C
S000002515	TRS85	YDR108W|GSG1|MUM1
S000002516	YDR109C	YDR109C|putative phosphotransferase
S000002517	FOB1	YDR110W|HRM1
S000002518	ALT2	YDR111C|alanine transaminase ALT2
S000002520	PDS1	YDR113C
S000002521	YDR114C	YDR114C
S000002522	YDR115W	YDR115W|putative mitochondrial 54S ribosomal protein
S000002523	MRPL1	YDR116C|mitochondrial 54S ribosomal protein MRPL1
S000002524	TMA64	YDR117C|RBF64
S000002525	APC4	YDR118W|anaphase promoting complex subunit 4
S000002526	VBA4	YDR119W
S000002527	TRM1	YDR120C
S000002528	DPB4	YDR121W
S000002529	KIN1	YDR122W
S000002530	INO2	YDR123C|DIE1|SCS1
S000002531	YDR124W	YDR124W
S000002532	ECM18	YDR125C|alpha/beta hydrolase family protein
S000002533	SWF1	YDR126W|PSL10
S000002534	ARO1	YDR127W|pentafunctional protein ARO1p
S000002535	MTC5	YDR128W|SEA3
S000002536	SAC6	YDR129C|ABP67
S000002537	FIN1	YDR130C
S000002538	YDR131C	YDR131C
S000002539	YDR132C	YDR132C
S000002541	YDR134C	YDR134C
S000002542	YCF1	YDR135C|ATP-binding cassette glutathione S-conjugate transporter YCF1
S000002544	RGP1	YDR137W
S000002545	HPR1	YDR138W|TRF1
S000002546	RUB1	YDR139C|NEDD8 family protein RUB1
S000002547	MTQ2	YDR140W
S000002548	DOP1	YDR141C
S000002549	PEX7	YDR142C|PAS7|PEB1
S000002550	SAN1	YDR143C|ubiquitin-protein ligase SAN1
S000002551	MKC7	YDR144C|YPS2
S000002552	TAF12	YDR145W|TAF61|TAF68
S000002553	SWI5	YDR146C
S000002554	EKI1	YDR147W|bifunctional choline kinase/ethanolamine kinase EKI1
S000002555	KGD2	YDR148C|alpha-ketoglutarate dehydrogenase KGD2
S000002557	NUM1	YDR150W|PAC12
S000002558	CTH1	YDR151C
S000002559	GIR2	YDR152W
S000002560	ENT5	YDR153C
S000002562	CPR1	YDR155C|CPH1|CYP1|peptidylprolyl isomerase CPR1
S000002563	RPA14	YDR156W
S000002565	HOM2	YDR158W|THR2|aspartate-semialdehyde dehydrogenase
S000002566	SAC3	YDR159W|LEP1
S000002567	SSY1	YDR160W|RAA1|SHR10
S000002568	YDR161W	YDR161W
S000002569	NBP2	YDR162C
S000002570	CWC15	YDR163W
S000002571	SEC1	YDR164C
S000002572	TRM82	YDR165W
S000002573	SEC5	YDR166C
S000002574	TAF10	YDR167W|TAF23|TAF25
S000002575	CDC37	YDR168W|SMO1
S000002576	STB3	YDR169C
S000002577	SEC7	YDR170C
S000002578	HSP42	YDR171W
S000002579	SUP35	YDR172W|GST1|PNM2|SAL3|SUF12|SUP2|SUP36|[PSI(+)]|[PSI]
S000002580	ARG82	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase
S000002581	HMO1	YDR174W|HSM2
S000002582	RSM24	YDR175C|mitochondrial 37S ribosomal protein RSM24
S000002583	NGG1	YDR176W|ADA3|SWI7
S000002584	UBC1	YDR177W|E2 ubiquitin-conjugating protein UBC1
S000002585	SDH4	YDR178W|ACN18|succinate dehydrogenase membrane anchor subunit SDH4
S000002586	CSN9	YDR179C
S000002587	YDR179W-A	YDR179W-A
S000002588	SCC2	YDR180W
S000002589	SAS4	YDR181C
S000002590	CDC1	YDR182W|DSC1|DSR1|ESP2|putative lipid phosphatase CDC1
S000002591	PLP1	YDR183W
S000002592	ATC1	YDR184C|LIC4
S000002593	UPS3	YDR185C|GEP2
S000002594	YDR186C	YDR186C
S000002596	CCT6	YDR188W|HTR3|TCP20|TCP6
S000002597	SLY1	YDR189W
S000002598	RVB1	YDR190C|RuvB family ATP-dependent DNA helicase pontin|TIH1|TIP49|TIP49A
S000002599	HST4	YDR191W
S000002600	NUP42	YDR192C|RIP1|UIP1
S000002602	MSS116	YDR194C
S000002603	REF2	YDR195W
S000002604	CAB5	YDR196C|putative dephospho-CoA kinase
S000002605	CBS2	YDR197W|CBP7
S000002606	RKM2	YDR198C
S000002608	VPS64	YDR200C|FAR9
S000002609	SPC19	YDR201W
S000002610	RAV2	YDR202C
S000002612	COQ4	YDR204W
S000002613	MSC2	YDR205W|metal cation transporter MSC2
S000002614	EBS1	YDR206W
S000002615	UME6	YDR207C|CAR80|NIM2|RIM16
S000002616	MSS4	YDR208W|1-phosphatidylinositol-4-phosphate 5-kinase
S000002618	YDR210W	YDR210W
S000002619	GCD6	YDR211W
S000002620	TCP1	YDR212W|CCT1
S000002621	UPC2	YDR213W|MOX4
S000002622	AHA1	YDR214W
S000002624	ADR1	YDR216W
S000002625	RAD9	YDR217C
S000002626	SPR28	YDR218C|septin SPR28
S000002627	MFB1	YDR219C
S000002629	GTB1	YDR221W
S000002630	YDR222W	YDR222W
S000002631	CRF1	YDR223W
S000002632	HTB1	YDR224C|SPT12
S000002633	HTA1	YDR225W|H2A1|SPT11
S000002634	ADK1	YDR226W|AKY1|AKY2|adenylate kinase ADK1
S000002635	SIR4	YDR227W|ASD1|STE9|UTH2
S000002636	PCF11	YDR228C
S000002637	IVY1	YDR229W
S000002639	COX20	YDR231C
S000002640	HEM1	YDR232W|5-aminolevulinate synthase|CYD1|OLE3
S000002641	RTN1	YDR233C
S000002642	LYS4	YDR234W|LYS3|homoaconitate hydratase LYS4
S000002643	PRP42	YDR235W|MUD16|SNU65
S000002644	FMN1	YDR236C|riboflavin kinase
S000002645	MRPL7	YDR237W|mitochondrial 54S ribosomal protein YmL7/YmL5
S000002646	SEC26	YDR238C
S000002647	YDR239C	YDR239C
S000002648	SNU56	YDR240C|MUD10
S000002650	AMD2	YDR242W
S000002651	PRP28	YDR243C
S000002652	PEX5	YDR244W|PAS10
S000002653	MNN10	YDR245W|BED1|REC41|SLC2
S000002654	TRS23	YDR246W
S000002655	VHS1	YDR247W
S000002656	YDR248C	YDR248C|gluconokinase
S000002657	YDR249C	YDR249C
S000002659	PAM1	YDR251W
S000002660	BTT1	YDR252W
S000002661	MET32	YDR253C
S000002662	CHL4	YDR254W|CTF17|MCM17
S000002663	RMD5	YDR255C|GID2|ubiquitin-protein ligase RMD5
S000002664	CTA1	YDR256C|catalase A
S000002665	RKM4	YDR257C|RMS1|SET7
S000002666	HSP78	YDR258C|chaperone ATPase HSP78
S000002667	YAP6	YDR259C|HAL7
S000002668	SWM1	YDR260C|APC13
S000002669	EXG2	YDR261C
S000002670	YDR262W	YDR262W
S000002671	DIN7	YDR263C|DIN3
S000002672	AKR1	YDR264C
S000002673	PEX10	YDR265W|PAS4|ubiquitin-protein ligase peroxin 10
S000002674	HEL2	YDR266C
S000002675	CIA1	YDR267C
S000002676	MSW1	YDR268W|tryptophan--tRNA ligase MSW1
S000002678	CCC2	YDR270W|Cu(2+)-transporting P-type ATPase CCC2
S000002680	GLO2	YDR272W|hydroxyacylglutathione hydrolase GLO2
S000002681	DON1	YDR273W
S000002683	BSC2	YDR275W
S000002684	PMP3	YDR276C|SNA1
S000002685	MTH1	YDR277C|BPC1|DGT1|HTR1
S000002687	RNH202	YDR279W
S000002688	RRP45	YDR280W
S000002689	PHM6	YDR281C
S000002690	YDR282C	YDR282C
S000002691	GCN2	YDR283C|AAS1|AAS102|NDR2
S000002692	DPP1	YDR284C|ZRG1|bifunctional diacylglycerol diphosphate phospatase/phosphatidate phosphatase
S000002693	ZIP1	YDR285W
S000002694	YDR286C	YDR286C
S000002695	INM2	YDR287W|inositol monophosphate 1-phosphatase INM2
S000002696	NSE3	YDR288W
S000002697	RTT103	YDR289C
S000002699	HRQ1	YDR291W
S000002700	SRP101	YDR292C
S000002701	SSD1	YDR293C|CLA1|MCS1|RLT1|SRK1
S000002702	DPL1	YDR294C|BST1|sphinganine-1-phosphate aldolase DPL1
S000002703	HDA2	YDR295C|PLO2
S000002704	MHR1	YDR296W|XTC1
S000002705	SUR2	YDR297W|SYR2|sphingosine hydroxylase
S000002706	ATP5	YDR298C|F1F0 ATP synthase subunit 5|OSC1
S000002707	BFR2	YDR299W
S000002708	PRO1	YDR300C|glutamate 5-kinase
S000002709	CFT1	YDR301W|YHH1
S000002710	GPI11	YDR302W
S000002711	RSC3	YDR303C
S000002712	CPR5	YDR304C|CYP5|peptidylprolyl isomerase family protein CPR5
S000002713	HNT2	YDR305C|APH1
S000002714	YDR306C	YDR306C
S000002715	PMT7	YDR307W
S000002716	SRB7	YDR308C|MED21
S000002717	GIC2	YDR309C
S000002718	SUM1	YDR310C
S000002719	TFB1	YDR311W
S000002720	SSF2	YDR312W
S000002721	PIB1	YDR313C|phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase
S000002722	RAD34	YDR314C
S000002723	IPK1	YDR315C|GSL1|inositol pentakisphosphate 2-kinase
S000002724	OMS1	YDR316W
S000002725	HIM1	YDR317W
S000002726	MCM21	YDR318W|CTF5
S000002727	YFT2	YDR319C|FIT2A
S000002728	SWA2	YDR320C|AUX1|BUD24
S000002729	ASP1	YDR321W|asparaginase ASP1
S000002730	MRPL35	YDR322W|mitochondrial 54S ribosomal protein YmL35
S000002731	PEP7	YDR323C|VAC1|VPL21|VPS19|VPT19
S000002732	UTP4	YDR324C
S000002733	YCG1	YDR325W|TIE1|YCS5
S000002734	YSP2	YDR326C
S000002736	SKP1	YDR328C|CBF3D|MGO1
S000002737	PEX3	YDR329C|PAS3
S000002738	UBX5	YDR330W
S000002739	GPI8	YDR331W
S000002740	IRC3	YDR332W
S000002741	RQC1	YDR333C
S000002742	SWR1	YDR334W
S000002743	MSN5	YDR335W|KAP142|STE21
S000002744	YDR336W	YDR336W
S000002745	MRPS28	YDR337W|mitochondrial 37S ribosomal protein MRPS28
S000002746	YDR338C	YDR338C
S000002747	FCF1	YDR339C|UTP24
S000002749	YDR341C	YDR341C|RRS1|arginine--tRNA ligase
S000002750	HXT7	YDR342C
S000002751	HXT6	YDR343C
S000002753	HXT3	YDR345C
S000002754	SVF1	YDR346C|SGI1
S000002755	MRP1	YDR347W|mitochondrial 37S ribosomal protein MRP1
S000002756	PAL1	YDR348C
S000002757	YPS7	YDR349C
S000002758	ATP22	YDR350C|TCM10
S000002759	SBE2	YDR351W
S000002760	YPQ2	YDR352W
S000002761	TRR1	YDR353W|thioredoxin-disulfide reductase TRR1
S000002762	TRP4	YDR354W|anthranilate phosphoribosyltransferase
S000002764	SPC110	YDR356W|NUF1|XCM1
S000002765	CNL1	YDR357C|BLC1
S000002766	GGA1	YDR358W
S000002767	EAF1	YDR359C|VID21
S000002769	BCP1	YDR361C
S000002770	TFC6	YDR362C
S000002771	ESC2	YDR363W
S000002772	CDC40	YDR364C|PRP17|SLT15|SLU4
S000002773	ESF1	YDR365C
S000002774	YDR366C	YDR366C
S000002775	KEI1	YDR367W
S000002776	YPR1	YDR368W
S000002777	XRS2	YDR369C
S000002778	DXO1	YDR370C
S000002779	CTS2	YDR371W
S000002780	VPS74	YDR372C|API1|MNN3
S000002781	FRQ1	YDR373W
S000002782	YDR374C	YDR374C
S000002783	BCS1	YDR375C|bifunctional AAA family ATPase chaperone/translocase BCS1
S000002784	ARH1	YDR376W
S000002785	ATP17	YDR377W|F1F0 ATP synthase subunit f
S000002786	LSM6	YDR378C
S000002787	RGA2	YDR379W
S000002788	ARO10	YDR380W|phenylpyruvate decarboxylase ARO10
S000002789	YRA1	YDR381W|SHE11
S000002790	RPP2B	YDR382W|RPL45|YPA1|ribosomal protein P2B
S000002791	NKP1	YDR383C
S000002792	ATO3	YDR384C
S000002793	EFT2	YDR385W
S000002794	MUS81	YDR386W|SLX3
S000002795	YDR387C	YDR387C
S000002796	RVS167	YDR388W
S000002797	SAC7	YDR389W
S000002798	UBA2	YDR390C|E1 ubiquitin-activating protein UBA2|UAL1
S000002799	YDR391C	YDR391C
S000002800	SPT3	YDR392W
S000002801	SHE9	YDR393W|MDM33
S000002802	RPT3	YDR394W|YNT1|YTA2|proteasome regulatory particle base subunit RPT3
S000002803	SXM1	YDR395W|KAP108
S000002805	NCB2	YDR397C|YDR1
S000002806	UTP5	YDR398W
S000002807	HPT1	YDR399W|BRA6|HPRT|hypoxanthine phosphoribosyltransferase
S000002808	URH1	YDR400W|trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase
S000002810	DIT2	YDR402C|CYP56
S000002811	DIT1	YDR403W
S000002812	RPB7	YDR404C
S000002813	MRP20	YDR405W|MRPL41|mitochondrial 54S ribosomal protein YmL41
S000002814	PDR15	YDR406W|ATP-binding cassette multidrug transporter PDR15
S000002815	TRS120	YDR407C
S000002816	ADE8	YDR408C|phosphoribosylglycinamide formyltransferase
S000002817	SIZ1	YDR409W|SUMO ligase SIZ1|ULL1
S000002818	STE14	YDR410C
S000002819	DFM1	YDR411C
S000002820	RRP17	YDR412W
S000002822	ERD1	YDR414C|LDB2
S000002823	YDR415C	YDR415C|putative aminopeptidase
S000002824	SYF1	YDR416W|NTC90
S000002826	RPL12B	YDR418W|ribosomal 60S subunit protein L12B
S000002827	RAD30	YDR419W|DBH1
S000002828	HKR1	YDR420W
S000002829	ARO80	YDR421W
S000002830	SIP1	YDR422C
S000002831	CAD1	YDR423C|YAP2
S000002832	DYN2	YDR424C|SLC1|dynein light chain
S000002833	SNX41	YDR425W
S000002835	RPN9	YDR427W|NAS7|proteasome regulatory particle lid subunit RPN9
S000002836	BNA7	YDR428C|arylformamidase
S000002837	TIF35	YDR429C
S000002838	CYM1	YDR430C|MOP112
S000002840	NPL3	YDR432W|MTR13|MTS1|NAB1|NOP3
S000002842	GPI17	YDR434W
S000002843	PPM1	YDR435C
S000002844	PPZ2	YDR436W
S000002845	GPI19	YDR437W
S000002846	THI74	YDR438W
S000002847	LRS4	YDR439W
S000002848	DOT1	YDR440W|PCH1
S000002849	APT2	YDR441C|adenine phosphoribosyltransferase APT2
S000002851	SSN2	YDR443C|MED13|NUT8|RYE3|SCA1|SRB9|UME2
S000002852	YDR444W	YDR444W|putative hydrolase
S000002854	ECM11	YDR446W
S000002855	RPS17B	YDR447C|RP51B|RPL51B|ribosomal 40S subunit protein S17B
S000002856	ADA2	YDR448W|SWI8
S000002857	UTP6	YDR449C
S000002858	RPS18A	YDR450W|ribosomal 40S subunit protein S18A
S000002859	YHP1	YDR451C
S000002860	PPN1	YDR452W|PHM5
S000002861	TSA2	YDR453C
S000002862	GUK1	YDR454C|PUR5|guanylate kinase
S000002864	NHX1	YDR456W|NHA2|VPL27|VPS44
S000002865	TOM1	YDR457W|E3 ubiquitin-protein ligase TOM1
S000002866	HEH2	YDR458C
S000002867	PFA5	YDR459C
S000002868	TFB3	YDR460W|RIG2
S000002869	MFA1	YDR461W
S000002870	MRPL28	YDR462W|mitochondrial 54S ribosomal protein YmL28
S000002871	STP1	YDR463W|BAP1|SSY2
S000002872	SPP41	YDR464W
S000002873	RMT2	YDR465C
S000002874	PKH3	YDR466W
S000002876	TLG1	YDR468C
S000002877	SDC1	YDR469W|CPS25|SAF19
S000002878	UGO1	YDR470C
S000002879	RPL27B	YDR471W|ribosomal 60S subunit protein L27B
S000002880	TRS31	YDR472W
S000002881	PRP3	YDR473C|RNA3
S000002883	JIP4	YDR475C|YDR474C
S000002884	YDR476C	YDR476C
S000002885	SNF1	YDR477W|CAT1|CCR1|GLC2|HAF3|PAS14
S000002886	SNM1	YDR478W
S000002887	PEX29	YDR479C
S000002888	DIG2	YDR480W|RST2
S000002889	PHO8	YDR481C|phoH
S000002890	CWC21	YDR482C
S000002891	KRE2	YDR483W|MNT1
S000002892	VPS52	YDR484W|SAC2
S000002893	VPS72	YDR485C|SWC2
S000002894	VPS60	YDR486C|CHM5|MOS10
S000002895	RIB3	YDR487C|3,4-dihydroxy-2-butanone-4-phosphate synthase RIB3
S000002896	PAC11	YDR488C|dynein intermediate chain
S000002897	SLD5	YDR489W|CDC105
S000002898	PKH1	YDR490C
S000002900	IZH1	YDR492W
S000002901	MZM1	YDR493W|AIM8|FMP36
S000002902	RSM28	YDR494W|mitochondrial 37S ribosomal protein RSM28
S000002903	VPS3	YDR495C|PEP6|VPL3|VPT17
S000002904	PUF6	YDR496C
S000002905	ITR1	YDR497C
S000002906	SEC20	YDR498C
S000002907	LCD1	YDR499W|DDC2|PIE1
S000002908	RPL37B	YDR500C|ribosomal 60S subunit protein L37B
S000002909	PLM2	YDR501W
S000002910	SAM2	YDR502C|ETH2|methionine adenosyltransferase SAM2
S000002911	LPP1	YDR503C|phosphatidate phosphatase LPP1
S000002912	SPG3	YDR504C
S000002913	PSP1	YDR505C|GIN5
S000002914	GMC1	YDR506C
S000002915	GIN4	YDR507C|ERC47
S000002916	GNP1	YDR508C
S000002918	SMT3	YDR510W|SUMO family protein SMT3
S000002919	ACN9	YDR511W
S000002920	EMI1	YDR512C
S000002921	GRX2	YDR513W|TTR1
S000002922	YDR514C	YDR514C
S000002923	SLF1	YDR515W|SRO99
S000002924	EMI2	YDR516C|putative glucokinase
S000002925	GRH1	YDR517W
S000002926	EUG1	YDR518W|protein disulfide isomerase EUG1
S000002927	FPR2	YDR519W|FKB2|peptidylprolyl isomerase family protein FPR2
S000002928	URC2	YDR520C|RRT4
S000002930	SPS2	YDR522C
S000002931	SPS1	YDR523C
S000002932	AGE1	YDR524C|SAT1
S000002935	RBA50	YDR527W
S000002936	HLR1	YDR528W
S000002937	QCR7	YDR529C|COR4|CRO1|UCR7|ubiquinol--cytochrome-c reductase subunit 7
S000002938	APA2	YDR530C
S000002939	CAB1	YDR531W|pantothenate kinase
S000002940	KRE28	YDR532C
S000002941	HSP31	YDR533C
S000002942	FIT1	YDR534C
S000002944	STL1	YDR536W
S000002946	PAD1	YDR538W|POF1|phenylacrylic acid decarboxylase PAD1
S000002947	FDC1	YDR539W|putative phenylacrylic acid decarboxylase FDC1
S000002948	IRC4	YDR540C
S000002949	YDR541C	YDR541C|carbonyl reductase (NADPH-dependent)
S000002950	PAU10	YDR542W
S000002953	YRF1-1	YDR545W|Y' element ATP-dependent helicase protein 1 copy 1|YRF1
S000002954	SOM1	YEL059C-A
S000002955	YEL076C-A	YEL076C-A
S000002957	TMA20	YER007C-A|RBF20
S000002958	FCY22	YER060W-A
S000002960	AIM11	YER093C-A|GEP8
S000002962	YFL002W-A	YFL002W-A|gag-pol fusion protein
S000002965	SMX2	YFL017W-A|SNP2|YFL018W-A
S000002968	LSB3	YFR024C-A|YFR024C
S000002969	ERG26	YGL001C|sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating)
S000002970	ERP6	YGL002W
S000002971	CDH1	YGL003C|HCT1
S000002972	RPN14	YGL004C
S000002973	COG7	YGL005C|COD5
S000002974	PMC1	YGL006W|calcium-transporting ATPase PMC1
S000002976	PMA1	YGL008C|H(+)-exporting P2-type ATPase PMA1|KTI10
S000002977	LEU1	YGL009C|3-isopropylmalate dehydratase LEU1
S000002978	YGL010W	YGL010W
S000002979	SCL1	YGL011C|PRC2|proteasome core particle subunit alpha 1
S000002980	ERG4	YGL012W|delta(24(24(1)))-sterol reductase
S000002981	PDR1	YGL013C|AMY1|ANT1|BOR2|CYH3|NRA2|SMR2|TIL1|TPE1|TPE3
S000002982	PUF4	YGL014W|YGL023
S000002983	YGL015C	YGL015C
S000002984	KAP122	YGL016W|PDR6
S000002985	ATE1	YGL017W
S000002986	JAC1	YGL018C
S000002987	CKB1	YGL019W
S000002988	GET1	YGL020C|MDM39
S000002989	ALK1	YGL021W
S000002990	STT3	YGL022W
S000002991	PIB2	YGL023C
S000002993	PGD1	YGL025C|HRS1|MED3
S000002994	TRP5	YGL026C|tryptophan synthase TRP5
S000002995	CWH41	YGL027C|DER7|GLS1
S000002996	SCW11	YGL028C
S000002997	CGR1	YGL029W
S000002998	RPL30	YGL030W|ribosomal 60S subunit protein L30
S000002999	RPL24A	YGL031C|RPL30A|ribosomal 60S subunit protein L24A
S000003000	AGA2	YGL032C
S000003001	HOP2	YGL033W
S000003003	MIG1	YGL035C|CAT4|SSN1|TDS22
S000003004	YGL036W	YGL036W
S000003005	PNC1	YGL037C|nicotinamidase
S000003006	OCH1	YGL038C|LDB12|NGD29
S000003007	YGL039W	YGL039W|carbonyl reductase (NADPH-dependent)
S000003008	HEM2	YGL040C|OLE4|SLU1|porphobilinogen synthase HEM2
S000003011	DST1	YGL043W|PPR2
S000003012	RNA15	YGL044C
S000003013	RIM8	YGL045W|ART9|PAL3|YGL046W
S000003015	ALG13	YGL047W|N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase catalytic subunit ALG13
S000003016	RPT6	YGL048C|CIM3|CRL3|SCB68|SUG1|proteasome regulatory particle base subunit RPT6
S000003017	TIF4632	YGL049C
S000003018	TYW3	YGL050W
S000003019	MST27	YGL051W
S000003021	PRM8	YGL053W
S000003022	ERV14	YGL054C
S000003023	OLE1	YGL055W|MDM2|stearoyl-CoA 9-desaturase
S000003024	SDS23	YGL056C
S000003025	GEP7	YGL057C
S000003026	RAD6	YGL058W|E2 ubiquitin-conjugating protein RAD6|PSO8|UBC2
S000003027	PKP2	YGL059W
S000003028	YBP2	YGL060W|YBH1
S000003029	DUO1	YGL061C
S000003030	PYC1	YGL062W|pyruvate carboxylase 1
S000003031	PUS2	YGL063W|pseudouridine synthase PUS2
S000003032	MRH4	YGL064C
S000003033	ALG2	YGL065C|GDP-Man:Man(1)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase
S000003034	SGF73	YGL066W|SCA7
S000003035	NPY1	YGL067W|NAD(+) diphosphatase
S000003036	MNP1	YGL068W|mitochondrial nucleoid protein MNP1
S000003038	RPB9	YGL070C|SHI|SSU73
S000003039	AFT1	YGL071W|RCS1
S000003041	HSF1	YGL073W|EXA3|MAS3
S000003043	MPS2	YGL075C|MMC1
S000003044	RPL7A	YGL076C|ribosomal 60S subunit protein L7A
S000003045	HNM1	YGL077C|CTR1
S000003046	DBP3	YGL078C|RNA-dependent ATPase DBP3
S000003047	KXD1	YGL079W|KIB1
S000003048	FMP37	YGL080W|MPC1
S000003049	YGL081W	YGL081W
S000003050	YGL082W	YGL082W
S000003051	SCY1	YGL083W
S000003052	GUP1	YGL084C
S000003053	LCL3	YGL085W
S000003054	MAD1	YGL086W
S000003055	MMS2	YGL087C|E2 ubiquitin-conjugating protein MMS2
S000003057	MF(ALPHA)2	YGL089C
S000003058	LIF1	YGL090W
S000003059	NBP35	YGL091C
S000003060	NUP145	YGL092W|RAT10
S000003061	SPC105	YGL093W
S000003062	PAN2	YGL094C
S000003063	VPS45	YGL095C|STT10|VPL28
S000003064	TOS8	YGL096W
S000003065	SRM1	YGL097W|MTR1|PRP20
S000003066	USE1	YGL098W|SLT1
S000003067	LSG1	YGL099W|KRE35
S000003068	SEH1	YGL100W
S000003069	YGL101W	YGL101W
S000003071	RPL28	YGL103W|CYH2|ribosomal 60S subunit protein L28
S000003072	VPS73	YGL104C
S000003073	ARC1	YGL105W
S000003074	MLC1	YGL106W
S000003075	RMD9	YGL107C
S000003076	YGL108C	YGL108C
S000003078	CUE3	YGL110C
S000003079	NSA1	YGL111W
S000003080	TAF6	YGL112C|TAF60
S000003081	SLD3	YGL113W
S000003082	YGL114W	YGL114W
S000003083	SNF4	YGL115W|CAT3|SCI1
S000003084	CDC20	YGL116W|PAC5
S000003085	YGL117W	YGL117W
S000003087	COQ8	YGL119W|ABC1
S000003088	PRP43	YGL120C|JA1
S000003089	GPG1	YGL121C
S000003090	NAB2	YGL122C
S000003091	RPS2	YGL123W|RPS4|SUP138|SUP38|SUP44|ribosomal 40S subunit protein S2
S000003092	MON1	YGL124C|AUT12
S000003093	MET13	YGL125W|MET11|MRPL45|methylenetetrahydrofolate reductase (NAD(P)H) MET13
S000003094	SCS3	YGL126W|FIT2B
S000003095	SOH1	YGL127C|MED31
S000003096	CWC23	YGL128C
S000003097	RSM23	YGL129C|mitochondrial 37S ribosomal protein RSM23
S000003098	CEG1	YGL130W
S000003099	SNT2	YGL131C
S000003101	ITC1	YGL133W
S000003102	PCL10	YGL134W
S000003103	RPL1B	YGL135W|SSM2|ribosomal 60S subunit protein L1B
S000003104	MRM2	YGL136C
S000003105	SEC27	YGL137W
S000003106	YGL138C	YGL138C
S000003107	FLC3	YGL139W|HUF3
S000003108	YGL140C	YGL140C
S000003109	HUL5	YGL141W|ubiquitin-ubiquitin ligase HUL5
S000003110	GPI10	YGL142C
S000003111	MRF1	YGL143C
S000003112	ROG1	YGL144C|putative lipase ROG1
S000003113	TIP20	YGL145W|TIP1
S000003114	RRT6	YGL146C
S000003115	RPL9A	YGL147C|ribosomal 60S subunit protein L9A
S000003116	ARO2	YGL148W|bifunctional chorismate synthase/riboflavin reductase [NAD(P)H] ARO2
S000003118	INO80	YGL150C|chromatin-remodeling ATPase INO80
S000003119	NUT1	YGL151W|MED5
S000003121	PEX14	YGL153W
S000003122	LYS5	YGL154C
S000003123	CDC43	YGL155W|CAL1|protein geranylgeranyltransferase type I subunit CDC43
S000003124	AMS1	YGL156W
S000003125	ARI1	YGL157W|carbonyl reductase (NADPH-dependent) ARI1
S000003126	RCK1	YGL158W
S000003127	YGL159W	YGL159W
S000003128	AIM14	YGL160W|YNO1
S000003129	YIP5	YGL161C
S000003130	SUT1	YGL162W
S000003131	RAD54	YGL163C|DNA-dependent ATPase RAD54|XRS1
S000003132	YRB30	YGL164C
S000003134	CUP2	YGL166W|ACE1
S000003135	PMR1	YGL167C|BSD1|Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1|LDB1|SSC1
S000003136	HUR1	YGL168W
S000003137	SUA5	YGL169W
S000003138	SPO74	YGL170C
S000003139	ROK1	YGL171W|RNA-dependent ATPase ROK1
S000003140	NUP49	YGL172W|NSP49
S000003141	XRN1	YGL173C|DST2|KEM1|RAR5|SEP1|SKI1
S000003142	BUD13	YGL174W|CWC26
S000003143	SAE2	YGL175C|COM1
S000003144	YGL176C	YGL176C
S000003146	MPT5	YGL178W|HTR1|PUF5|UTH4
S000003147	TOS3	YGL179C
S000003148	ATG1	YGL180W|APG1|AUT3|CVT10
S000003149	GTS1	YGL181W|FHT1|LSR1
S000003151	MND1	YGL183C
S000003152	STR3	YGL184C|cystathionine beta-lyase STR3
